,review_id,user_id,business_id,stars,date,text,useful,funny,cool,contradictory,figurative,confusing,qualifier
3088338,phGeIltDQlk9ONKMYj9ZJQ,mJHajaXaJxGRHXqrJA-dSA,DHJiH3C7qQyzY_I3VwD-Qw,2,2013-01-25,"Would have given it one star, but the food quality was solid.

The whole thing comes down to the stupid card concept and the over complicating of meal ordering.  We go to Sweet Tomatoes\/Souplantation\/Souper Salad\/Fresh Choice BECAUSE IT'S A BUFFET!!!!!  The idea that I need some carry a card around to track what I eat is ludicrous!  Talk about over complicating things.

Ordered the build your own salad and barely filled the bowl.  Of course, only having like 6 leaves of romaine lettuce to get while there was a bucket of spinach didn't help the cause at all, but I digress.  That was one card swipe and it covered the salad, soup, desert and bread.  If I would have wanted to throw in a slice of pizza (which isn't there any more) that's another swipe; visit the rotisserie = another swipe.  Go to the drink island (WTF!) that was another swipe.  Point being is that if you're running a restaurant of any kind and can't track what's on a tray, then it's likely too complicated.  Just the idea of not being to go to a soda fountain and not have glasses waiting is mind boggling.

That said, the food was good, environment was nice, but way too uppity for what it is....A BUFFET!!!!  Whoever the MBA that came up with this idea should be flogged and just reset it to what was.  The price is certainly cheaper and while it's a one trip salad bar, you can load that mofo up and take home the extra.  But still...who wants to do that at....A BUFFET!  Oh...and another thing...why church up all the salad dressings?  Is it too hard to just have Italian?  Yep.  Gotta have ""basalmic vinagrette,"" because Italian is too peasant-like or something.

I suspect this place will be closed within 6 months.  Sad because we actually liked Sweet Tomatoes.",8,3,1,1,0,0,0
4916248,zZ7EcbNeyFSKCT20oEA7kw,gRvyz9qCPGJeSrZg-HPqWw,k7mmURt3jRG4BxpVMlavcA,2,2016-02-27,"Family night out to try the all you can eat fish dinner and fish tacos. I am giving 2 stars for the food.  It was really good as were the cocktails, even though they were overpriced at $10.  The service needs some serious help.  We waited 25 minutes to be seated and the restaurant wasn't full.  They are understaffed and it is noticeable.  The second order of my fish took 20 minutes to arrive.  We won't be going back until they get more servers because fish tacos and fish dinner shouldn't take 2 hours.",0,0,0,1,0,0,0
2953558,AvjIJcki4Ygq5MwVax-ovQ,YNNMfsiSnPyJUZFXJpZUWg,nHJkBQ1o-hWDK9k_9ylf_A,3,2014-09-03,"I visited Sonny's 2 weeks ago while visiting Charlotte from Boston. The place was clean and priced reasonably ($37 for 3adult--2 of that was lunch sized, 1 dinner sized, and 1 kids meal) the portion sizes were good. 

Mac n cheese -- awesome, it consisted of real cheese and the blue boxed stuff

Cornbread -- very, very good! I'm pretty sure there was some pig fat or grease baked into it! 

Catfish-- was baked and completely covered with breadcrumbs. I was under the assumption that it was a baked on topping, something 'lighter'. It did taste good though.

Water--was totally okay! I even had a lemon wedge in mine :)

Beef brisket-- juicy, very good according to mom

Roasted chicken(forgot the name) --- was alright, certainly nothing to brag about

It's definitely not what expected for 'real' southern cooking, but I'd go back because it's cheap and more than edible. Oh and also for the cornbread!",0,0,0,1,0,0,0
1086008,wlGYCbOVI280HV3DmviB3w,IZdiWXgESqlIXXvU85d62w,JgaQFKxW-Bnfc7r5EJZhSQ,2,2011-08-22,"I visited Watermark Irish Pub with a group of 5 friends\/family on an August  Saturday night.

Location is great specially for people watching if your table is in the patio section.

Service was really good as well.

Food in the other hand was poorly prepared. I had one of their special burgers, the beef patty was tasteless! Side salad was decent but you have to pay an addition of $2 to get that salad with your burger, a total of $19! Fast foods sell much better burger! I would not go back to Watermark Irish Pub and do not recommend it just based on the food. 

Other members of our party also didn't enjoy their meals!

Just to be fair, I had a chocolate melty cake which was really good.",0,0,1,1,0,1,0
4064243,UYrloDz3vyntbgdNKQ9vAw,YpGt3hdq5adPlEFn9fQ2Zw,iBCMaNm_hv9IlCDa7AWPig,3,2011-04-13,"I bet you suburbanites of ""America's most boring city"" love paying top dollar to get just decent Mexican food. When it comes to my search for great Mexican food, I just can't catch a break outside of the barrio. 

I ordered the Killer Burrito. Beef, beans, guac, and sour cream. Possibly a bit of cheese. The tortillas are made fresh from scratch, and taste amazing. Their beef tastes exactly like it would from someone's home. The salsa was nothing to get excited over, but the fresh, hot chips were great.

So you're probably wondering why I gave this two stars?

The prices are a joke! If you don't believe me, laugh at this:


Any plain burrito (carne asada, chicken, etc.) is $6, but if you don't like yours plain, it'll cost ya.

The horchata costs $2.75, and it's the fountain drink horchata, NOT the real stuff.

A quesadilla with carne asada, sour cream, and guac comes out to $11.00. Yeah, I made that face, too.

My burrito was $7.50. 

No, portions are NOT huge, they're the same as every other place. So in reality you're paying up to *double* the price for your meal (just think of that quesadilla!), and you're certainly not getting the quality to match. But does Mesa really have an alternative?",13,7,6,0,0,1,1
1670250,yfaVEagcjyma-lXaUpvXKA,_5uUOcTyKK1pQYwAL-Xrnw,kLVK8y8YQeRkJeld5eZbwg,3,2012-07-02,"Here on 4\/21\/12

Just came in here to get a salad and soup. The place is loud , but not overtly so, and has  a lot of colorful, odd, decor.  If you bring kids ask to sit near the tree. It is. Manmade tree with all kinds of cool things and animals hanging from it.

My salad was good, but lacked color. Lots of lettuce and 1 tiny grape tomato and 1 cucumber slice.  I was disappointed. However, the balsamic vinigrette was very.good. as for the soup, I had the broccoli\/cheese which was tasty.  I really wanted to know what the 'soup of the day' was, as it was stated on the menu, but apparently they only had the broccoli and cheese and french onion. No.daily soup specials.

Overall satisfied withthis dining experience.",0,0,0,1,0,0,0
3604063,5IJhz3iBdnILCYkn3EIgIQ,G3Js3SDZRpDIr6sKtpEI6w,PgdQrTSOX132EgNj8VPNlg,3,2014-08-21,"I grabbed lunch here with my mom the other day and had a good time here.  We wanted to get our grub on before getting our shop on at the Tanger Outlets.  The restaurant had a cool vibe.  I liked the interior mucho, ha!  See what I did there? *cheesy grin*

ANYWHO, we ended up ordering the Dance Marathon Enchilada (w\/ chicken, spinach, and portabella mushroom) and the Kristy's Big Sister's Red Velvet Quesadilla (chicken, grilled zucchini, spinach, pico de gallo and jack cheese).  Oh, and I say ""we"" because my mom and I always split our food!  

Let's start with the good.  The quesadilla was AWESOME!  Pipin' hot and perfectly cooked.  I also LOVED the side of guac that accompanied the dish - probably the best guac I've had in years.  FYI: it was a lunch special ($9.50) so it came with soup - you can also get salad if you wants.  We went with the turkey chili, and it was RIDICULOUSLY tasty - lots of hearty filling with BAMF heat.  

Unfortunately, my Enchilada was ""meh"".  I feel bad because it was mad fresh with tons of grilled chicken and veggies, but it was tasteless.  I had a really rough time finishing it.  The beans and rice that came with it were even worse - pretty sure the rice was old because  It was hard and dry.

CONCLUSION: I'd definitely come back for the Quesadilla lunch special!  I'd also be down to try the Fajitas out, but I won't be getting the Enchiladas anytime soon. Also, the happy hour seemed legit!  Might be back to check that out with frands! Who knows...",3,0,2,1,1,0,1
3502587,df0cIkmxlkvKb-VYDcd00g,AFaO8r9Y9YZdV85Li3wEWA,Qh8EERpaVfgYRCnvxCtk7g,3,2014-12-15,"Nice looking restaurant. Great bar area. Very nice outdoor seating area as well, when the weather is nice. Very diverse menu ranging from burgers, fish tacos and steaks.

Been here a few times.  Always a good time. That said, not sure any of the entrees have ever stood out as great.  Just okay or good.  My last entree was the fish tacos. Probably will not order that again. Just okay.

So in summary, very nice looking restaurant with decent food.  Good for large parties as well.",0,0,0,1,0,0,0
1584932,eyONc_Z32fQwc_bNE-dM7A,w0Yyvns5BCIL5s_7JuFrug,_w5hBpkjHs5_Hv3pLeHtIw,3,2016-05-31,"Pretty nice joint located inside of the Aria hotel and casino. The overall ambiance is pretty cool with a bit of modern chic""ness"" to it which makes it pretty appealing for the folks passing bye. The food is essentially tapas but are portioned extremely small and have somewhat of a bitter taste. There were some dishes that were solid, but others were honestly just meh. The drinks are good but are extremely stiff and the service is slightly above average. Not a bad place to dine, just wouldn't be my first choice. 

Pros-
Ambiance 
Decor 
Stiff drinks
Friendly service
Location (within Aria)

Cons-
Food is meh
Small portions 
Pricey 
Lots of salt",12,7,10,0,0,0,1
1949844,zPMu58XUI6BW_i76Jmue2A,jjskyZHCQc6KYbZJ-IxTTA,cwWQB8LyFbxxiOzgfZdWCg,2,2014-06-15,"Atmosphere: We arrived to live music on a Saturday night. The playlist included ""For the Good Times"", ""New York New York"", ""Pretty Woman"", and a couple covers by Louis Armstrong. The clientele matched the songs. 

Food: We've been here a few times and enjoyed the Mongolian Beef. I'm not sure if they've changed cooks or we received someone else's dish but it wasn't Mongolian Beef. The gravy was entirely too sweet and had absolutely no heat like we requested. 

The house chow mein was better but the chunks of chicken were huge and should've been cut into smaller pieces to match the other proteins on the plate. It was also too oily.

Normally, this is our favorite spot for food when we're in this area but unfortunately, we're going to have to think twice the next time we're craving Chinese.",1,0,0,0,0,0,0
4153766,Qg9r7gmOVHZ_UbjFILHjHQ,EUvVqWwxITKJb_BgKDJxTQ,1mJHjc4Btj2RejTt0-8FEA,3,2017-01-14,"1st visit last night with 5 other friends.
O.K. but nothing special. Portion sizes were a little small. A friend really enjoyed the Gorgonzola gnocchi but another did not enjoy his penne.
The dessert options were odd and the cheesecake was warm; yikes.
Our $25 dollar bottle of Chianti Classico was $50 but that's somewhat typical.
As I said, just an O.K. spot.",1,1,0,0,0,0,0
4326369,BXIQrUcjRydukU6429T6Qg,iO6MRgFNcz-sWQgzgFE62A,jnm4Z4ZjCAvDGV6IWnv0Xw,2,2015-02-03,"The food is good but the staff seems to be on autopilot.  Not listening to the requests I made and then charging me even for things I didn't want or ask for.

When I spoke with the manager he didn't seem to care what the actual issue was, only that he cared if I  was going speak badly about his employees.  He even stated "" what you want your dollar back"". With a condescending tone once he sort of heard what my issue was.

On a side note, Betty at soups was very nice and helpful, maybe she should be in charge.  Because of her this is a two star review instead of a one star review...",2,0,0,0,1,0,0
1816741,ycQZCwlGYuV0o4vGv5kPxA,wamgLpJKogeWSV2q2nqfBA,XeUm1QS078kgjwONhul0ng,2,2016-06-03,"Here's the thing. While the pizza is good and the other items on the menu have large portions, don't you dare need anything extra on the side from how your meal comes prepared. I wanted some balsamic vinegar for my pasta... $0.81. Would you like to add mayo to a sandwich, yup up charge there as well. Things most places offer for free you are nickel and dimed for here. I'm scared to ask for a refill on my soda... Well, just did. That will be another charge of $0.81.",1,2,0,0,1,0,0
3899004,T0Max8HjYkNUSy-Fj8akRg,eTLv_JIPxrwZECVLSKgG_w,qbWy-amzxcZK10hqS-NLSw,3,2015-02-22,"While the place is a breath of fresh air from the dirty looking nail salons near by, the quality of Get Gelled's mani and pedis have been going downhill since they opened. As they got busier, they just could't offer every single customer that walks in the same kind of service. While I have yet to find another place for my manicure needs, I am hesitant to return.",0,0,0,0,0,0,0
3722775,oDtSTz5p3_IhkEe-K_ndYg,EfudgndXtFWJc4Qor_4Q2g,L192hPeosT4Z1qRO8jQbfQ,3,2008-09-03,"My shopping partner and I were at the mall when all of a sudden -simultaneously - we both got the urge for some beer and bar food. Hence, we found ourselves at the Yard House. It's in the mall. This was my second time (Indian Wells) and my friends first time. I told him that he was going to be in for a treat with the beer selection. Lo and behold they have over a 100 beers on DRAFT! It was a bit overwhelming so it took us almost 10 minutes to decide what drink to order. I got the Oregon honey and he got the half & half. Both of us were not disappointed. We ended up ordering several appetizers We got the sliders (ok, too much bread, not enough meat & side of fries), crab cakes (2 pieces, average tasting),  lettuce wraps (grounded chicken with tofu, tasty), & the ahi tuna (unusually served as a round pie, good and super filling). This ended up being more than enough food for two people. It didn't stop there, though. We ordered the trio sample for dessert. We couldn't resist. It consisted of a small ramican of lemon souffle (yumm), chocolate fudge (yummier), and apple cobbler (heavenly). Overall, the service and food left us with a good stuffed feeling. I would definitely stop by and try it again. Unfortunately, we don't have one in the Bay Area. Wait, maybe that's a good thing?",0,0,0,1,0,0,1
53552,R05_FMiKBjyzJUkfv8epNw,C4OkiPljZ3z2XUa7onmihQ,XJN3OhXLBDa8zAqdi21FFQ,3,2011-07-04,"Nice place, good music (later), and overall enjoyed the ambience.  Unfortunately some of the review are true, the food could be improved.  Wanted to try something just to see if something like a special or app would be good, hot, and tasty.  We tried the mussels along with wine of course.  Enjoyed thew wine but the mussels were cold, they should have been hot.  They weren't that busy on a Saturday night.  They were also chewy much of the way thru. The wines by the glass are pretty good but I will say that several selections are overpriced.  Go the the valley's other million wine bars and you'll see what I'm talking about.  i will go along with some of the other review.  Go there and drink, enjoy the music, and don't expect too much from the food.  If the mussels were good we would have ordered a meal but that wasn't the case.  Left and ate elsewhere.",0,0,0,1,0,0,0
2271919,2N_rEhOVe9hQtxlO5KtVbg,4tM75oNg3JJuRP0n73b4Tw,5MzGPxcrSPoWQc_bRmOXoQ,3,2016-04-06,"One of my somewhat regular stops. Bartenders always friendly and quick with the cold beers and stiff drinks. Poker machines haven't been kind to me. But when are they ever?

It is one of those places where you order food and drink from different people and get different tabs. That confuses me because I am not that bright. Food is always fine, if not exceptional. But great stop for drinks, pool, darts and reflection on life's great dilemmas.",0,1,0,1,0,0,1
2786048,Eq20P9J6iNVHG-gUYNjrNg,7gs_0hEHKgPjwJv5N9tPUQ,Km0sT7E_dc2U1BkyRoy1xA,3,2016-03-11,"SUSHI SPECIALS. Come for the sushi specials, that is all. Outside of the sushi specials there isn't anything that great about this place. BOGO sushi rolls is the best thing this place has going for it. Otherwise it is regular, overpriced sushi.",1,0,1,0,0,0,0
1273787,4Fo6yEgbsDjhLZkH5mDHQw,bAwfPH4lXNzgcYp9JFy6ow,aVD-JpNspv4S7bsYGFvA4w,2,2014-06-18,"Sadly, they're one of the few companies in Cleveland for large-scale, organized recreational sports. It's a shame because, with a little effort by those who run Cleveland Plays, this could be a great, stress-free tool for everyone in Cleveland. Sadly, it's mostly an unorganized mess. 

Generally, the schedules and scores are updated very, very late. Currently, our league page has not been updated for the last three weeks of games\/scores. While this isn't a big problem, it would be nice to have an up-to-date standings page during the season. This would take minimal effort from the staff to keep this updated. 

There are some weeks they don't bother entering results. You'll have full sessions go by with missing scores. It takes a few seconds, but apparently our money\/fees don't cover entering all of the scores. 

The referees also are wildly inconsistent, at least when it comes to indoor volleyball. It's frustrating for one referee to call nearly zero penalties the entire season, then for that same referee to call over a dozen per game later in the season. I looked over once and the same referee was watching the Indians game instead of our game, and, often asks the players to make a call because he wasn't paying close enough attention. Each team is required to pay $10 to the referee each game, so they make $20 to watch and referee a game for 40 minutes. This is on top of the already high league fees each session. I can't fault all of the referees for this, because there are other referees that do a great job. (EDIT 12\/6\/16: Most current\/new referees seem to be doing a much better job in the last few sessions!)    

Their have also been instances in which schedules, which have been posted for weeks, were changed at the last minute with no direct notice to anyone on a team. There's also been instances in which they will schedule overlapping sessions - so, if you want to play a spring and summer session, be prepared to spend an entire night for a few weeks going to multiple games at different locations, because you'll have to jump between locations to get both games in (that's if they don't schedule your team to play at the same time at multiple locations). Fellow players have actually been able to reach a Cleveland Plays representative on the phone about a problem, were told they would get an immediate call back, but wouldn't get a call back. Generally, there isn't a response from the emails posted on their website, either. It's incredibly frustrating to have incorrectly reported scores or schedules that are posted and have to track down a staff member to get the information.   

Don't count on any communications for cancelations regarding outdoor events, either. They'll often announce games are canceled after the games were supposed to take place, if at all. They recently had an 'announcement' (which was just a comment they posted under their cover photo of their Facebook page) that all volleyball games were cancelled at 6:30 p.m., but the games started at 6 p.m. 

The website also constantly crashes\/isn't available. Any decent amount of traffic (such as though trying to check schedules because they're all updated last minute, or trying to see if a sport if cancelled for the evening) renders the site unavailable. 

I can't comment on other sports (kickball, football, etc.), but if you can help it, go with one of the similar companies for volleyball.",1,0,0,0,1,0,0
2274354,YwLR9yjL3IuDI3NmOXcdPA,L8lFFOzPcDKDkM8eYcYeFQ,JfHXzulF6yIKgA22YYPedw,3,2011-10-12,"We went here while visiting our son and grandson in Phoenix

I cant say that I was too impressed with the meal. I got a beef tamale and 2 beef enchiladas which were OK but far from anything special. The Fiedo was pretty tasty and we both thought that the chips and salsa were good, especially the flour ones.

Will we go back, possibly during happy hour for the free buffet and because the chips and salsa here are very tasty.",0,0,0,0,0,0,1
1704946,flc7nhFa3hh0jWe39n9J8Q,PcmsD3rA01ZW2I2B3KUn1Q,7sPNbCx7vGAaH7SbNPZ6oA,3,2014-03-15,"So I recently went to this place to satisfy my cravings as it had been over 6 months ago, or even longer since my last fixin here. I can't remember bc it's been way too long. If you had asked me to rate this place a year ago, it would've been a solid 4.5 stars! Now, it has fallen down quite a bit as with their new renovations of adding an extended bar, (limiting their space to seat customers) and the huge lack of customer service...I for sure thought that didn't really matter to me as the food is the only reason why I even came. That got shot down quickly as my bahnmi burger was just not the same as before. It was too salty and the patty was way too dry. What happened to the yummy pickled veggies?? Maybe it was just an off night for the chef, but I will say I'm willing to try again. My lychee martini was tasty, but bartender left chunks of ice in it. Let's just hope this was an off night!",1,1,1,0,0,0,0
3770124,QanqwCBauP6SATwn5Q0Jvw,0U52n_sqA9j6UmB4mNVT9A,gnkyosoOepBUqog7iDdggQ,3,2017-01-22,"Originally, I wanted to go to my FAV ramen place (raku ramen and izakaya). Little did I know, THEY'RE FOCKING CLOSED. GONE. IM SO UPSET LIKE WHY MUST ALL NY FAV RESTAUrANTS LEAVE ME WHYYY. COme back Come back!!!!!!! ! 

Anyways, enough of that. I went here instead to satisfy my ramen craving. For the most part, it was a relatively good experience eating here. I liked the fact that you can choose from 3 different soup bases (fish soup, hokkaido pork bone soup, and vietnamese style beef soup), whatever type of noodle you want, and whatever toppings you want. It's fun to customize food AYYYYY So yeah. I decided to get:

1. Pork Bone Soup with Red Miso Ramen
2. Japanese ramen noodle 
3. Japanese Style Chashu and their Chef Papa Fresh made Fish Puff

Pretty good. Soup was flavourful. Not too salty and not too bland. Ramen noodles were pretty good (a little hard though). Chashu could have been a lil better though. And the fish puffs, meh I didn't really like it. It was too squishy? Mushy? 

I came here with my mom and she chose to get some pho noodles. LEMME TELL YALL . THEY WERE VERY GENEROUS WITH DEM NOODLES. HER BOWL WAS EVEN BIGGER THAN MINE. I WISH THEY WERE JUST AS GENEROUS WITH THE RAMEN NOODLES D;

OH YEAH you can get a drink from Preso-tea for just an extra $2.5 with your meal which is pretty cool although I must admit I'm not a huge fan of Preso-tea. I am still very much in love with Coco and NOTHING WILL MAKE MY LOVE FOR COCO GO AWAY NOTHINNGGDJSIANS 

BUT YEAH!
Overall good place and it's definitely worth a try. Gotta mention though, I'm not too happy with their service. The workers were all so quiet and indifferent when they were with me and then when they were away from me (and other customers ofc) they were talking up a storm. So loud too like dang. Not that I want them to do small talk with me or anything, but I kinda wished they would've spoke up a lil more (go from volume 3 to at least volume 6 mate) YALL FEEL ME ?!",1,3,1,0,1,0,0
1160104,QA8Kg__sC_uqM2lWSHrUZg,Aw2twK0jlHpO4I1VtX6K4Q,BSQgdjMm5pYSWuGyr-8pIA,3,2012-01-12,"My wife and I swung by here on a whim one day.  It was ok.  The sandwich was nothing special.  You can pretty much make the exact same thing at home way better with no real effort all.  It's just a simple deli sandwich, with nothing really making it stand above the rest.  

However, if you need a quick lunch and really dig deli sandwiches, this place is great.  By the time that you get to the end of the counter to pick up your order, your food is there.  If you only have a couple minutes for lunch at work or are in a big hurry to get somewhere but your hungry, stop by here and you'll be back on the road in no time at all.",2,0,0,0,0,0,0
3877574,bo6pRALTPzsPEME3JvshnA,aIg29snwGTFBzkV7HtDHfg,1_rqZz1K5Uoq2RvZlINfgA,3,2015-11-30,"Solid Korean place. Got their kimchi pork (jjim) as recommended and gamjatang. The gamjatang was pretty good and the soup was definitely higher quality than many other places. There was a good variety of side dishes. However, the service was subpar. I understand it is not fine dining, but messing up our order and then proceeding to play hide and seek with your customers is definitely not great.",2,0,0,1,0,0,0
4063427,c5HbzxeMAptfa7orZShwiA,TSlAhLK_mWLDj6yNQsPvug,nz8uRlnveku1C3t-Lripkw,2,2016-12-11,"I love this establishment. Karaoke with great KJs every night!
Right now the rating is so low because the mica are FUCKED!! Get new quality microphones and you will get a higher rating",1,1,0,0,0,0,0
1627654,bX833Z6EdmhHPOnrkmFX3A,dM1HHK4szA5Qs6NSAaEk1Q,LR0qF0FEVsCOhYWUOiH26A,3,2014-12-01,"I think I went to this buffet like three times in a span of a week while my parents visited, all during lunch because you really can't beat their prices while on the strip for a decent buffet. 

We came here specifically for the seafood, it's probably a hit or miss with it though. There are times when I found the crab meat to be super salty, not sure why but then the next day it was just fine so I don't know who it is that's adding the salt, but stop it! 

The rest of the food is alright, nothing too spectacular to note. They have a decent selection of dessert but I'll probably only stick to the gelato as the rest of it isn't THAT great at least to me. 

So really if you love seafood and don't want to venture down to the M for their weekend seafood buffet, then the one here is just as good! Might cost a bit more, but it's all the time so can't really complain and considering it's on the strip too? I think it came out to $27 per person with tax and maybe tip? I forgot if that was including tip or not but definitely tax. So really it's not a bad price at all. 

The service is pretty consistent, it's not bad but if they're slammed it's going to take a bit for you to get their attention. I, for one, drink a lot of water when I'm eating so I usually ask for two or three glasses so I know I'll have something before they get back to our table when it's busy. 

I like it overall and will be coming back with family for seafood again.",1,1,2,0,0,1,0
241787,3HwzXkgrYEbm5A1r-MjE0w,XwgnVwRyXYMxT3tRsEelqQ,kp9o9uv_scnT6ZBdDvvLaA,2,2017-12-01,"I take great pride in finding the positive. The staff was excellent. Specifically Gareth and Eric. They were always extremely helpful, attentive, and extremely caring. I can't say enough great things about the staff. I genuinely feel they cared and delivered a friendly and hospitable experience. When Gareth and Eric came into our meeting room they always made sure the door didn't make a lot of noise and consistently went out of their way to be accommodating. They are the sole reason I gave two stars. 

The hotel itself, the layout, and functionality? Absolutely hot garbage. In my opinion, this place is the epitome of trying to be too cool for school. First of all, there's no closets. Again, there are no closets - as in none. I simply don't understand this. Also, there is one drawer...in between the beds and could
maybe for two books. Zero closets, one drawer. 

The water pressure in the shower is the lightest thing I've ever felt. In fact, I couldn't feel it - it's non-existent. There were three hangers in the room hung on wooden sticks coming out from the wall. If I hung up half my clothes I block the tv. Just wasn't a comfortable or accommodating space. I also have kink in my neck, but maybe that didn't actually come from the bed. Maybe it came from looking high and low for any closet I could find. 

The staff was great and caring, but whoever designed this place has not stayed there for more than 1 night. Either that or they didn't bring any clothes. I am grateful for the lack of functionality at The Moxy because it reminds me how much I appreciate functionality in a hotel.",0,0,0,0,1,0,0
349066,HeWf4ZMtBUZT8BZIZEQ10w,xo8CqeZRkhwe_Je9_OU65w,KljAJzE4WuV1ay503jjP6w,1,2016-12-31,"Just like everyone else has written, good food but TERRIBLE customer service.

Their chicken wings are some of the best Chinese chicken wings around here. Their dishes are pretty decent.

They look downtrodden. The lady is rude and has a serious attitude problem. The husband is no better. When I'd go there years ago, they seemed friendlier. Oh well, people change.",0,0,0,1,0,1,0
2829271,D6_qBbHYeL54LaldwDKcUQ,F2Tw8ZidbjTvmyTxt1nkVA,oSxApRzEpA9lvue52ZSecQ,4,2015-05-15,"Great frozen yogurt with really great flavor options! Toppings bar is a bit limited, but they have almond roca which I specifically come for. I like that it is a local business and not a large chain. The only downside is whenever I've gone in there, the workers would be blaring music and then rush over to turn it off. Last time I went in it was a pretty explicit song. Like you can see us walking up to the store, why not turn it off ahead of time, or just play it in the back loud enough you can hear it, not loud enough for people outside to hear.",0,0,0,0,0,0,0
